,model,source,target,similarity
9297,Real,053490,053490,0.0
9298,Real,082645,082645,0.0
9299,Real,081215,081215,0.0
9300,Real,054478,054478,0.0
9301,Real,154585,154585,0.0
9302,Real,164601,164601,0.0
9303,Real,058463,058463,0.0
9304,Real,161365,161365,0.0
9305,Real,058153,058153,0.0
9306,Real,048647,048647,0.0
9307,Real,055369,055369,0.0
9308,Real,163671,163671,0.0
9309,Real,077006,077006,0.0
9310,Real,158314,158314,0.0
9311,Real,147617,147617,0.0
9312,Real,033660,033660,0.0
9313,Real,194301,194301,0.0
9314,Real,013138,013138,0.0
9315,Real,005143,005143,0.0
9316,Real,017432,017432,0.0
9317,Real,031767,031767,0.0
9318,Real,159805,159805,0.0
9319,Real,003244,003244,0.0
9320,Real,059197,059197,0.0
9321,Real,139573,139573,0.0
9322,Real,039278,039278,0.0
9323,Real,024562,024562,0.0
9324,Real,113699,113699,0.0
9325,Real,056272,056272,0.0
9326,Real,041911,041911,0.0
9327,Real,041606,041606,0.0
9328,Real,153371,153371,0.0
9329,Real,139205,139205,0.0
9330,Real,059754,059754,0.0
9331,Real,017331,017331,0.0
9332,Real,017028,017028,0.0
9333,Real,085698,085698,0.0
9334,Real,112621,112621,0.0
9335,Real,134457,134457,0.0
9336,Real,153646,153646,0.0
9337,Real,171754,171754,0.0
9338,Real,194644,194644,0.0
9339,Real,143120,143120,0.0
9340,Real,126079,126079,0.0
9341,Real,126657,126657,0.0
9342,Real,006845,006845,0.0
9343,Real,099768,099768,0.0
9344,Real,056739,056739,0.0
9345,Real,041964,041964,0.0
9346,Real,121776,121776,0.0
9347,Real,152188,152188,0.0
9348,Real,046913,046913,0.0
9349,Real,113646,113646,0.0
9350,Real,185646,185646,0.0
9351,Real,038173,038173,0.0
9352,Real,099438,099438,0.0
9353,Real,104654,104654,0.0
9354,Real,058907,058907,0.0
9355,Real,013522,013522,0.0
9356,Real,003598,003598,0.0
9357,Real,166864,166864,0.0
9358,Real,134450,134450,0.0
9359,Real,173356,173356,0.0
9360,Real,069910,069910,0.0
9361,Real,139382,139382,0.0
9362,Real,063726,063726,0.0
9363,Real,001911,001911,0.0
9364,Real,190843,190843,0.0
9365,Real,158658,158658,0.0
9366,Real,145872,145872,0.0
9367,Real,065882,065882,0.0
9368,Real,005925,005925,0.0
9369,Real,083244,083244,0.0
9370,Real,151799,151799,0.0
9371,Real,119470,119470,0.0
9372,Real,079042,079042,0.0
9373,Real,017891,017891,0.0
9374,Real,053988,053988,0.0
9375,Real,018236,018236,0.0
9376,Real,148872,148872,0.0
9377,Real,124757,124757,0.0
9378,Real,202490,202490,0.0
9379,Real,168978,168978,0.0
9380,Real,104592,104592,0.0
9381,Real,099148,099148,0.0
9382,Real,105139,105139,0.0
9383,Real,195184,195184,0.0
9384,Real,027089,027089,0.0
9385,Real,023309,023309,0.0
9386,Real,115184,115184,0.0
9387,Real,146843,146843,0.0
9388,Real,009545,009545,0.0
9389,Real,041918,041918,0.0
9390,Real,164788,164788,0.0
9391,Real,196233,196233,0.0
9392,Real,101214,101214,0.0
9393,Real,017835,017835,0.0
9394,Real,120806,120806,0.0
9395,Real,143534,143534,0.0
9396,Real,108589,108589,0.0
9397,Real,191887,191887,0.0
9398,Real,039424,039424,0.0
9399,Real,008675,008675,0.0
9400,Real,096324,096324,0.0
9401,Real,076717,076717,0.0
9402,Real,086210,086210,0.0
9403,Real,042134,042134,0.0
9404,Real,031341,031341,0.0
9405,Real,082280,082280,0.0
9406,Real,127642,127642,0.0
9407,Real,139850,139850,0.0
9408,Real,028485,028485,0.0
9409,Real,028736,028736,0.0
9410,Real,000380,000380,0.0
9411,Real,000272,000272,0.0
9412,Real,026242,026242,0.0
9413,Real,113641,113641,0.0
9414,Real,136557,136557,0.0
9415,Real,005808,005808,0.0
9416,Real,042025,042025,0.0
9417,Real,115664,115664,0.0
9418,Real,084075,084075,0.0
9419,Real,164284,164284,0.0
9420,Real,032020,032020,0.0
9421,Real,118239,118239,0.0
9422,Real,197565,197565,0.0
9423,Real,043295,043295,0.0
9424,Real,099224,099224,0.0
9425,Real,029632,029632,0.0
9426,Real,059019,059019,0.0
9427,Real,102063,102063,0.0
9428,Real,039094,039094,0.0
9429,Real,196359,196359,0.0
9430,Real,118881,118881,0.0
9431,Real,074480,074480,0.0
9432,Real,082567,082567,0.0
9433,Real,150436,150436,0.0
9434,Real,196357,196357,0.0
9435,Real,042476,042476,0.0
9436,Real,123914,123914,0.0
9437,Real,111489,111489,0.0
9438,Real,133614,133614,0.0
9439,Real,118533,118533,0.0
9440,Real,121233,121233,0.0
9441,Real,054694,054694,0.0
9442,Real,090390,090390,0.0
9443,Real,068040,068040,0.0
9444,Real,183237,183237,0.0
9445,Real,132849,132849,0.0
9446,Real,190512,190512,0.0
9447,Real,186218,186218,0.0
9448,Real,191889,191889,0.0
9449,Real,083659,083659,0.0
9450,Real,166416,166416,0.0
9451,Real,046678,046678,0.0
9452,Real,028454,028454,0.0
9453,Real,058657,058657,0.0
9454,Real,195152,195152,0.0
9455,Real,175080,175080,0.0
9456,Real,139506,139506,0.0
9457,Real,141266,141266,0.0
9458,Real,004937,004937,0.0
9459,Real,052684,052684,0.0
9460,Real,057606,057606,0.0
9461,Real,009246,009246,0.0
9462,Real,034824,034824,0.0
9463,Real,029609,029609,0.0
9464,Real,199063,199063,0.0
9465,Real,023146,023146,0.0
9466,Real,018126,018126,0.0
9467,Real,038567,038567,0.0
9468,Real,078713,078713,0.0
9469,Real,017053,017053,0.0
9470,Real,090109,090109,0.0
9471,Real,098369,098369,0.0
9472,Real,095238,095238,0.0
9473,Real,126947,126947,0.0
9474,Real,155548,155548,0.0
9475,Real,123051,123051,0.0
9476,Real,144452,144452,0.0
9477,Real,079856,079856,0.0
9478,Real,054871,054871,0.0
9479,Real,014199,014199,0.0
9480,Real,125429,125429,0.0
9481,Real,145580,145580,0.0
9482,Real,123445,123445,0.0
9483,Real,169781,169781,0.0
9484,Real,096730,096730,0.0
9485,Real,134184,134184,0.0
9486,Real,174908,174908,0.0
9487,Real,035216,035216,0.0
9488,Real,038438,038438,0.0
9489,Real,166464,166464,0.0
9490,Real,059476,059476,0.0
9491,Real,046755,046755,0.0
9492,Real,168576,168576,0.0
9493,Real,057849,057849,0.0
9494,Real,143709,143709,0.0
9495,Real,004246,004246,0.0
9496,Real,168936,168936,0.0
9497,Real,095811,095811,0.0
9498,Real,070003,070003,0.0
9499,Real,038264,038264,0.0
9500,Real,059584,059584,0.0
9501,Real,007508,007508,0.0
9502,Real,003243,003243,0.0
9503,Real,175671,175671,0.0
9504,Real,020068,020068,0.0
9505,Real,124331,124331,0.0
9506,Real,001475,001475,0.0
9507,Real,189869,189869,0.0
9508,Real,167375,167375,0.0
9509,Real,148989,148989,0.0
9510,Real,000576,000576,0.0
9511,Real,187665,187665,0.0
9512,Real,191619,191619,0.0
9513,Real,169496,169496,0.0
9514,Real,098591,098591,0.0
9515,Real,088647,088647,0.0
9516,Real,079741,079741,0.0
9517,Real,172563,172563,0.0
9518,Real,068669,068669,0.0
9519,Real,040827,040827,0.0
9520,Real,118624,118624,0.0
9521,Real,074093,074093,0.0
9522,Real,012310,012310,0.0
9523,Real,137579,137579,0.0
9524,Real,020840,020840,0.0
9525,Real,123603,123603,0.0
9526,Real,001102,001102,0.0
9527,Real,066687,066687,0.0
9528,Real,143651,143651,0.0
9529,Real,161468,161468,0.0
9530,Real,057964,057964,0.0
9531,Real,166688,166688,0.0
9532,Real,166002,166002,0.0
9533,Real,088873,088873,0.0
9534,Real,200314,200314,0.0
9535,Real,102288,102288,0.0
9536,Real,153400,153400,0.0
9537,Real,016455,016455,0.0
9538,Real,115237,115237,0.0
9539,Real,103865,103865,0.0
9540,Real,174501,174501,0.0
9541,Real,073970,073970,0.0
9542,Real,077186,077186,0.0
9543,Real,071172,071172,0.0
9544,Real,188371,188371,0.0
9545,Real,194281,194281,0.0
9546,Real,114259,114259,0.0
9547,Real,129916,129916,0.0
9548,Real,078173,078173,0.0
9549,Real,032675,032675,0.0
9550,Real,068319,068319,0.0
9551,Real,167287,167287,0.0
9552,Real,122270,122270,0.0
9553,Real,193556,193556,0.0
9554,Real,136801,136801,0.0
9555,Real,093370,093370,0.0
9556,Real,013370,013370,0.0
9557,Real,135966,135966,0.0
9558,Real,176635,176635,0.0
9559,Real,023838,023838,0.0
9560,Real,193523,193523,0.0
9561,Real,033731,033731,0.0
9562,Real,118410,118410,0.0
9563,Real,162680,162680,0.0
9564,Real,160950,160950,0.0
9565,Real,134973,134973,0.0
9566,Real,128110,128110,0.0
9567,Real,068206,068206,0.0
9568,Real,047326,047326,0.0
9569,Real,000903,000903,0.0
9570,Real,121246,121246,0.0
9571,Real,155934,155934,0.0
9572,Real,158127,158127,0.0
9573,Real,010767,010767,0.0
9574,Real,102196,102196,0.0
9575,Real,029104,029104,0.0
9576,Real,180426,180426,0.0
9577,Real,199196,199196,0.0
9578,Real,081177,081177,0.0
9579,Real,004413,004413,0.0
9580,Real,008067,008067,0.0
9581,Real,129840,129840,0.0
9582,Real,080351,080351,0.0
9583,Real,141261,141261,0.0
9584,Real,188558,188558,0.0
9585,Real,043998,043998,0.0
9586,Real,148227,148227,0.0
9587,Real,078969,078969,0.0
9588,Real,078263,078263,0.0
9589,Real,064448,064448,0.0
9590,Real,063340,063340,0.0
9591,Real,090217,090217,0.0
9592,Real,048060,048060,0.0
9593,Real,080595,080595,0.0
9594,Real,186552,186552,0.0
9595,Real,080883,080883,0.0
9596,Real,091616,091616,0.0
9597,Real,178839,178839,0.0
9598,Real,052942,052942,0.0
9599,Real,099223,099223,0.0
9600,Real,058622,058622,0.0
9601,Real,197751,197751,0.0
9602,Real,113924,113924,0.0
9603,Real,174974,174974,0.0
9604,Real,048377,048377,0.0
9605,Real,048253,048253,0.0
9606,Real,151271,151271,0.0
9607,Real,159135,159135,0.0
9608,Real,124267,124267,0.0
9609,Real,142712,142712,0.0
9610,Real,062168,062168,0.0
9611,Real,156357,156357,0.0
9612,Real,134663,134663,0.0
9613,Real,083128,083128,0.0
9614,Real,084290,084290,0.0
9615,Real,052861,052861,0.0
9616,Real,053873,053873,0.0
9617,Real,052620,052620,0.0
9618,Real,080125,080125,0.0
9619,Real,004994,004994,0.0
9620,Real,019476,019476,0.0
9621,Real,173034,173034,0.0
9622,Real,001021,001021,0.0
9623,Real,000324,000324,0.0
9624,Real,083238,083238,0.0
9625,Real,030590,030590,0.0
9626,Real,115941,115941,0.0
9627,Real,085228,085228,0.0
9628,Real,107799,107799,0.0
9629,Real,070314,070314,0.0
9630,Real,040090,040090,0.0
9631,Real,090561,090561,0.0
9632,Real,182953,182953,0.0
9633,Real,167197,167197,0.0
9634,Real,140035,140035,0.0
9635,Real,089248,089248,0.0
9636,Real,029330,029330,0.0
9637,Real,012151,012151,0.0
9638,Real,079182,079182,0.0
9639,Real,071265,071265,0.0
9640,Real,164343,164343,0.0
9641,Real,037621,037621,0.0
9642,Real,138678,138678,0.0
9643,Real,052241,052241,0.0
9644,Real,111204,111204,0.0
9645,Real,108283,108283,0.0
9646,Real,120525,120525,0.0
9647,Real,042529,042529,0.0
9648,Real,059134,059134,0.0
9649,Real,156453,156453,0.0
9650,Real,009743,009743,0.0
9651,Real,088131,088131,0.0
9652,Real,169336,169336,0.0
9653,Real,113409,113409,0.0
9654,Real,022487,022487,0.0
9655,Real,175720,175720,0.0
9656,Real,177620,177620,0.0
9657,Real,144318,144318,0.0
9658,Real,116040,116040,0.0
9659,Real,109235,109235,0.0
9660,Real,030078,030078,0.0
9661,Real,146785,146785,0.0
9662,Real,113378,113378,0.0
9663,Real,077298,077298,0.0
9664,Real,200990,200990,0.0
9665,Real,120696,120696,0.0
9666,Real,163729,163729,0.0
9667,Real,144943,144943,0.0
9668,Real,012290,012290,0.0
9669,Real,149777,149777,0.0
9670,Real,069345,069345,0.0
9671,Real,111746,111746,0.0
9672,Real,050643,050643,0.0
9673,Real,164722,164722,0.0
9674,Real,058231,058231,0.0
9675,Real,078443,078443,0.0
9676,Real,017085,017085,0.0
9677,Real,066071,066071,0.0
9678,Real,187662,187662,0.0
9679,Real,103294,103294,0.0
9680,Real,106569,106569,0.0
9681,Real,089704,089704,0.0
9682,Real,148472,148472,0.0
9683,Real,011859,011859,0.0
9684,Real,091036,091036,0.0
9685,Real,100274,100274,0.0
9686,Real,164432,164432,0.0
9687,Real,197919,197919,0.0
9688,Real,188601,188601,0.0
9689,Real,075892,075892,0.0
9690,Real,153719,153719,0.0
9691,Real,145145,145145,0.0
9692,Real,157890,157890,0.0
9693,Real,025111,025111,0.0
9694,Real,009930,009930,0.0
9695,Real,012233,012233,0.0
9696,Real,144188,144188,0.0
9697,Real,088922,088922,0.0
9698,Real,010727,010727,0.0
9699,Real,155707,155707,0.0
9700,Real,129496,129496,0.0
9701,Real,083774,083774,0.0
9702,Real,143707,143707,0.0
9703,Real,093691,093691,0.0
9704,Real,095706,095706,0.0
9705,Real,074045,074045,0.0
9706,Real,150728,150728,0.0
9707,Real,000503,000503,0.0
9708,Real,108633,108633,0.0
9709,Real,154953,154953,0.0
9710,Real,137736,137736,0.0
9711,Real,102191,102191,0.0
9712,Real,154217,154217,0.0
9713,Real,163023,163023,0.0
9714,Real,002141,002141,0.0
9715,Real,126154,126154,0.0
9716,Real,135755,135755,0.0
9717,Real,050341,050341,0.0
9718,Real,199631,199631,0.0
9719,Real,051822,051822,0.0
9720,Real,139279,139279,0.0
9721,Real,016971,016971,0.0
9722,Real,073388,073388,0.0
9723,Real,068612,068612,0.0
9724,Real,013143,013143,0.0
9725,Real,024519,024519,0.0
9726,Real,054404,054404,0.0
9727,Real,171803,171803,0.0
9728,Real,196502,196502,0.0
9729,Real,091044,091044,0.0
9730,Real,075349,075349,0.0
9731,Real,079153,079153,0.0
9732,Real,090262,090262,0.0
9733,Real,052151,052151,0.0
9734,Real,050080,050080,0.0
9735,Real,193987,193987,0.0
9736,Real,169516,169516,0.0
9737,Real,031016,031016,0.0
9738,Real,187113,187113,0.0
9739,Real,111278,111278,0.0
9740,Real,123399,123399,0.0
9741,Real,199585,199585,0.0
9742,Real,005379,005379,0.0
9743,Real,082287,082287,0.0
9744,Real,038782,038782,0.0
9745,Real,004414,004414,0.0
9746,Real,011095,011095,0.0
9747,Real,042803,042803,0.0
9748,Real,047488,047488,0.0
9749,Real,167630,167630,0.0
9750,Real,096033,096033,0.0
9751,Real,094010,094010,0.0
9752,Real,050783,050783,0.0
9753,Real,109249,109249,0.0
9754,Real,091486,091486,0.0
9755,Real,086603,086603,0.0
9756,Real,026036,026036,0.0
9757,Real,106347,106347,0.0
9758,Real,069497,069497,0.0
9759,Real,024083,024083,0.0
9760,Real,121905,121905,0.0
9761,Real,052970,052970,0.0
9762,Real,043005,043005,0.0
9763,Real,120069,120069,0.0
9764,Real,142554,142554,0.0
9765,Real,044297,044297,0.0
9766,Real,075679,075679,0.0
9767,Real,052319,052319,0.0
9768,Real,069519,069519,0.0
9769,Real,031301,031301,0.0
9770,Real,120015,120015,0.0
9771,Real,047973,047973,0.0
9772,Real,136192,136192,0.0
9773,Real,169564,169564,0.0
9774,Real,069588,069588,0.0
9775,Real,134735,134735,0.0
9776,Real,145556,145556,0.0
9777,Real,088550,088550,0.0
9778,Real,069377,069377,0.0
9779,Real,199528,199528,0.0
9780,Real,118709,118709,0.0
9781,Real,093718,093718,0.0
9782,Real,068273,068273,0.0
9783,Real,062327,062327,0.0
9784,Real,109592,109592,0.0
9785,Real,039851,039851,0.0
9786,Real,038106,038106,0.0
9787,Real,094190,094190,0.0
9788,Real,153956,153956,0.0
9789,Real,123961,123961,0.0
9790,Real,052000,052000,0.0
9791,Real,164267,164267,0.0
9792,Real,078782,078782,0.0
9793,Real,028274,028274,0.0
9794,Real,010023,010023,0.0
9795,Real,116322,116322,0.0
9796,Real,185633,185633,0.0
9797,Real,103127,103127,0.0
9798,Real,111851,111851,0.0
9799,Real,020066,020066,0.0
9800,Real,047422,047422,0.0
9801,Real,014639,014639,0.0
9802,Real,164964,164964,0.0
9803,Real,129847,129847,0.0
9804,Real,048691,048691,0.0
9805,Real,062355,062355,0.0
9806,Real,057648,057648,0.0
9807,Real,202178,202178,0.0
9808,Real,149931,149931,0.0
9809,Real,183623,183623,0.0
9810,Real,071870,071870,0.0
9811,Real,151093,151093,0.0
9812,Real,041697,041697,0.0
9813,Real,143933,143933,0.0
9814,Real,074734,074734,0.0
9815,Real,035022,035022,0.0
9816,Real,038637,038637,0.0
9817,Real,160565,160565,0.0
9818,Real,098464,098464,0.0
9819,Real,098619,098619,0.0
9820,Real,120874,120874,0.0
9821,Real,024055,024055,0.0
9822,Real,150218,150218,0.0
9823,Real,105142,105142,0.0
9824,Real,168668,168668,0.0
9825,Real,116667,116667,0.0
9826,Real,071954,071954,0.0
9827,Real,007740,007740,0.0
9828,Real,113139,113139,0.0
9829,Real,022509,022509,0.0
9830,Real,133571,133571,0.0
9831,Real,019871,019871,0.0
9832,Real,116669,116669,0.0
9833,Real,019211,019211,0.0
9834,Real,185137,185137,0.0
9835,Real,091822,091822,0.0
9836,Real,075081,075081,0.0
9837,Real,181962,181962,0.0
9838,Real,063912,063912,0.0
9839,Real,003456,003456,0.0
9840,Real,077159,077159,0.0
9841,Real,191734,191734,0.0
9842,Real,176345,176345,0.0
9843,Real,065359,065359,0.0
9844,Real,157756,157756,0.0
9845,Real,012942,012942,0.0
9846,Real,052413,052413,0.0
9847,Real,117890,117890,0.0
9848,Real,112311,112311,0.0
9849,Real,057336,057336,0.0
9850,Real,094065,094065,0.0
9851,Real,082106,082106,0.0
9852,Real,004163,004163,0.0
9853,Real,022887,022887,0.0
9854,Real,175566,175566,0.0
9855,Real,089189,089189,0.0
9856,Real,132781,132781,0.0
9857,Real,178341,178341,0.0
9858,Real,120925,120925,0.0
9859,Real,070245,070245,0.0
9860,Real,096356,096356,0.0
9861,Real,164435,164435,0.0
9862,Real,151276,151276,0.0
9863,Real,042878,042878,0.0
9864,Real,133976,133976,0.0
9865,Real,063602,063602,0.0
9866,Real,197268,197268,0.0
9867,Real,156854,156854,0.0
9868,Real,147126,147126,0.0
9869,Real,190332,190332,0.0
9870,Real,016420,016420,0.0
9871,Real,004537,004537,0.0
9872,Real,200546,200546,0.0
9873,Real,018292,018292,0.0
9874,Real,101672,101672,0.0
9875,Real,129269,129269,0.0
9876,Real,118313,118313,0.0
9877,Real,049937,049937,0.0
9878,Real,041392,041392,0.0
9879,Real,059952,059952,0.0
9880,Real,162382,162382,0.0
9881,Real,123262,123262,0.0
9882,Real,053588,053588,0.0
9883,Real,152073,152073,0.0
9884,Real,015489,015489,0.0
9885,Real,081336,081336,0.0
9886,Real,078174,078174,0.0
9887,Real,163727,163727,0.0
9888,Real,021249,021249,0.0
9889,Real,201631,201631,0.0
9890,Real,035025,035025,0.0
9891,Real,185068,185068,0.0
9892,Real,131224,131224,0.0
9893,Real,139732,139732,0.0
9894,Real,121297,121297,0.0
9895,Real,117758,117758,0.0
9896,Real,010830,010830,0.0
9897,Real,053144,053144,0.0
9898,Real,047886,047886,0.0
9899,Real,195313,195313,0.0
9900,Real,124725,124725,0.0
9901,Real,190081,190081,0.0
9902,Real,150340,150340,0.0
9903,Real,124344,124344,0.0
9904,Real,201132,201132,0.0
9905,Real,035677,035677,0.0
9906,Real,013015,013015,0.0
9907,Real,009189,009189,0.0
9908,Real,166079,166079,0.0
9909,Real,045764,045764,0.0
9910,Real,159644,159644,0.0
9911,Real,165903,165903,0.0
9912,Real,144235,144235,0.0
9913,Real,021770,021770,0.0
9914,Real,176957,176957,0.0
9915,Real,145697,145697,0.0
9916,Real,102250,102250,0.0
9917,Real,052703,052703,0.0
9918,Real,049428,049428,0.0
9919,Real,178259,178259,0.0
9920,Real,006769,006769,0.0
9921,Real,070934,070934,0.0
9922,Real,185781,185781,0.0
9923,Real,178727,178727,0.0
9924,Real,146101,146101,0.0
9925,Real,104621,104621,0.0
9926,Real,154257,154257,0.0
9927,Real,102526,102526,0.0
9928,Real,102373,102373,0.0
9929,Real,180325,180325,0.0
9930,Real,136600,136600,0.0
9931,Real,109779,109779,0.0
9932,Real,115293,115293,0.0
9933,Real,038836,038836,0.0
9934,Real,152460,152460,0.0
9935,Real,174664,174664,0.0
9936,Real,166185,166185,0.0
9937,Real,164781,164781,0.0
9938,Real,133380,133380,0.0
9939,Real,130231,130231,0.0
9940,Real,183546,183546,0.0
9941,Real,002560,002560,0.0
9942,Real,107327,107327,0.0
9943,Real,079203,079203,0.0
9944,Real,044386,044386,0.0
9945,Real,086568,086568,0.0
9946,Real,062575,062575,0.0
9947,Real,089937,089937,0.0
9948,Real,008873,008873,0.0
9949,Real,155946,155946,0.0
9950,Real,084683,084683,0.0
9951,Real,108066,108066,0.0
9952,Real,013632,013632,0.0
9953,Real,103680,103680,0.0
9954,Real,130315,130315,0.0
9955,Real,012939,012939,0.0
9956,Real,114528,114528,0.0
9957,Real,018774,018774,0.0
9958,Real,000122,000122,0.0
9959,Real,136228,136228,0.0
9960,Real,121652,121652,0.0
9961,Real,059146,059146,0.0
9962,Real,143623,143623,0.0
9963,Real,194222,194222,0.0
9964,Real,140795,140795,0.0
9965,Real,154196,154196,0.0
9966,Real,148765,148765,0.0
9967,Real,121530,121530,0.0
9968,Real,040742,040742,0.0
9969,Real,182870,182870,0.0
9970,Real,038340,038340,0.0
9971,Real,012813,012813,0.0
9972,Real,148697,148697,0.0
9973,Real,132260,132260,0.0
9974,Real,078602,078602,0.0
9975,Real,188556,188556,0.0
9976,Real,129440,129440,0.0
9977,Real,080614,080614,0.0
9978,Real,107880,107880,0.0
9979,Real,071018,071018,0.0
9980,Real,082927,082927,0.0
9981,Real,113193,113193,0.0
9982,Real,082065,082065,0.0
9983,Real,162092,162092,0.0
9984,Real,138265,138265,0.0
9985,Real,190713,190713,0.0
9986,Real,136285,136285,0.0
9987,Real,152544,152544,0.0
9988,Real,073151,073151,0.0
9989,Real,024337,024337,0.0
9990,Real,154402,154402,0.0
9991,Real,060194,060194,0.0
9992,Real,054929,054929,0.0
9993,Real,098706,098706,0.0
9994,Real,012163,012163,0.0
9995,Real,030368,030368,0.0
9996,Real,036304,036304,0.0
9997,Real,095540,095540,0.0
9998,Real,044241,044241,0.0
9999,Real,073111,073111,0.0
10000,Real,096745,096745,0.0
10001,Real,040389,040389,0.0
10002,Real,146396,146396,0.0
10003,Real,145958,145958,0.0
10004,Real,051036,051036,0.0
10005,Real,112544,112544,0.0
10006,Real,066120,066120,0.0
10007,Real,073206,073206,0.0
10008,Real,050727,050727,0.0
10009,Real,070709,070709,0.0
10010,Real,187487,187487,0.0
10011,Real,015535,015535,0.0
10012,Real,189125,189125,0.0
10013,Real,064084,064084,0.0
10014,Real,138217,138217,0.0
10015,Real,148137,148137,0.0
10016,Real,134886,134886,0.0
10017,Real,033096,033096,0.0
10018,Real,150197,150197,0.0
10019,Real,171955,171955,0.0
10020,Real,133745,133745,0.0
10021,Real,052994,052994,0.0
10022,Real,094141,094141,0.0
10023,Real,006755,006755,0.0
10024,Real,180096,180096,0.0
10025,Real,001447,001447,0.0
10026,Real,156615,156615,0.0
10027,Real,005522,005522,0.0
10028,Real,021125,021125,0.0
10029,Real,007092,007092,0.0
